Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Retailer ID,Distributor Location,Distributor ID,Manufacturer Location,Manufacturer ID,Raw Material Supplier Location,RMS ID,Stock at Distributor,Stock Status,Sales Quantity,Sale Date,Order Shortfall,Expiry Risk Score,Turn Over Ratio,Supply Chain Velocity,Stage Transition Time,Time to Critical,Predicted Expiry Waste,Anomaly Score,Lead Time,RMS ID,Manufacturer ID,Distributor ID,Retailer ID
M-1000,O-32317,Paracetamol,Relieves fever & mild to moderate pain.,B-7811,2024-12-09,146620,Ret,Chennai,17,2027-03-11,819.0,Chennai,RET-8,Hyderabad,DIS-8,Kolkata,MAN-9,Hyderabad,RMS-4,0,0,2630.0,2024-12-12,146620,0.0,0.017937525576319738,3,17,0,45658.47148288973,146620,3,RMS-4,MAN-9,DIS-8,RET-8
M-1008,O-25980,Dolo 650,Brand of paracetamol for pain & fever.,B-8092,2023-04-19,17010,Man,Delhi,13,2024-07-12,-153.0,Kolkata,RET-6,Hyderabad,DIS-8,Delhi,MAN-2,Lucknow,RMS-5,0,0,0.0,2024-06-13,17010,-0.0,0.0,421,13,0,0.0,17010,421,RMS-5,MAN-2,DIS-8,RET-6
M-1006,O-93349,Omeprazole,Treats GERD and other stomach issues.,B-4793,2023-05-30,37296,Dis,Jaipur,19,2025-08-25,256.0,Pune,RET-4,Jaipur,DIS-5,Lucknow,MAN-10,Kolkata,RMS-10,41683,Understock,0.0,2024-04-20,-4387,162.82421875,0.0,326,19,31683,0.0,4387,326,RMS-10,MAN-10,DIS-5,RET-4
M-1003,O-43058,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8460,2024-04-04,99430,Dis,Bangalore,3,2025-04-10,119.0,Kolkata,RET-6,Bangalore,DIS-10,Hyderabad,MAN-6,Jaipur,RMS-2,1090,Optimal,0.0,2024-07-29,98340,9.159663865546218,0.0,116,3,0,0.0,98340,116,RMS-2,MAN-6,DIS-10,RET-6
M-1013,O-78644,Montelukast,Prevents asthma & seasonal allergies.,B-2655,2023-10-11,61670,Man,Hyderabad,25,2026-02-23,438.0,Kolkata,RET-6,Mumbai,DIS-2,Hyderabad,MAN-6,Lucknow,RMS-5,0,0,0.0,2024-01-12,61670,0.0,0.0,93,25,0,0.0,61670,93,RMS-5,MAN-6,DIS-2,RET-6
M-1004,O-18260,Azithromycin,Antibiotic for bacterial infections.,B-7328,2021-05-31,93150,Dis,Ahmedabad,23,2022-11-22,-751.0,Kolkata,RET-6,Ahmedabad,DIS-7,Ahmedabad,MAN-7,Chennai,RMS-1,40268,Optimal,0.0,2024-07-26,52882,-53.61917443408788,0.0,1152,23,30268,0.0,52882,1152,RMS-1,MAN-7,DIS-7,RET-6
M-1011,O-82117,Pantoprazole,Treats stomach & esophagus problems.,B-1393,2020-07-29,65330,RMS,Bangalore,1597,2021-11-05,0.0,Jaipur,RET-10,Delhi,DIS-4,Pune,MAN-3,Bangalore,RMS-3,0,0,0.0,2024-04-02,65330,0.0,0.0,1343,1597,0,0.0,65330,1343,RMS-3,MAN-3,DIS-4,RET-10
M-1010,O-13887,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5930,2024-10-24,64896,Dis,Jaipur,24,2025-06-08,178.0,Jaipur,RET-10,Jaipur,DIS-5,Pune,MAN-3,Pune,RMS-7,2547,Understock,0.0,2024-11-04,62349,14.308988764044944,0.0,11,24,0,0.0,62349,11,RMS-7,MAN-3,DIS-5,RET-10
M-1007,O-64720,Cetirizine,Antihistamine for allergy symptoms.,B-3582,2020-12-06,9520,Dis,Hyderabad,11,2022-01-20,-1057.0,Jaipur,RET-10,Hyderabad,DIS-8,Mumbai,MAN-8,Mumbai,RMS-6,18369,Understock,0.0,2021-04-27,-8849,-17.378429517502365,0.0,142,11,8369,0.0,8849,142,RMS-6,MAN-8,DIS-8,RET-10
M-1007,O-37479,Cetirizine,Antihistamine for allergy symptoms.,B-1998,2022-05-03,74270,Man,Delhi,28,2023-03-13,-640.0,Chennai,RET-8,Bangalore,DIS-10,Delhi,MAN-2,Jaipur,RMS-2,0,0,0.0,2023-06-02,74270,-0.0,0.0,395,28,0,0.0,74270,395,RMS-2,MAN-2,DIS-10,RET-8
M-1001,O-34165,Amoxicillin,Antibiotic for bacterial infections.,B-4545,2019-12-14,62340,Man,Pune,10,2021-05-29,-1293.0,Kolkata,RET-6,Ahmedabad,DIS-7,Pune,MAN-3,Pune,RMS-7,0,0,0.0,2024-04-26,62340,-0.0,0.0,1595,10,0,0.0,62340,1595,RMS-7,MAN-3,DIS-7,RET-6
M-1011,O-10176,Pantoprazole,Treats stomach & esophagus problems.,B-3357,2021-06-13,39800,Man,Delhi,19,2023-08-27,-473.0,Bangalore,RET-2,Mumbai,DIS-2,Delhi,MAN-2,Pune,RMS-7,0,0,0.0,2022-05-27,39800,-0.0,0.0,348,19,0,0.0,39800,348,RMS-7,MAN-2,DIS-2,RET-2
M-1010,O-19879,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9222,2024-07-05,11270,RMS,Bangalore,160,2026-10-01,0.0,Kolkata,RET-6,Hyderabad,DIS-8,Ahmedabad,MAN-7,Bangalore,RMS-3,0,0,0.0,2024-09-01,11270,0.0,0.0,58,160,0,0.0,11270,58,RMS-3,MAN-7,DIS-8,RET-6
M-1002,O-94440,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7727,2022-07-14,70420,Dis,Kolkata,22,2025-05-24,163.0,Chennai,RET-8,Kolkata,DIS-1,Pune,MAN-3,Delhi,RMS-9,44434,Optimal,0.0,2023-04-20,25986,272.60122699386505,0.0,280,22,34434,0.0,25986,280,RMS-9,MAN-3,DIS-1,RET-8
M-1011,O-67609,Pantoprazole,Treats stomach & esophagus problems.,B-8401,2020-12-16,91890,Ret,Delhi,6,2021-11-23,-1115.0,Delhi,RET-7,Ahmedabad,DIS-7,Pune,MAN-3,Bangalore,RMS-3,0,0,7870.0,2021-05-11,91890,-0.0,0.08564588094460768,146,6,0,-13018.722998729352,91890,146,RMS-3,MAN-3,DIS-7,RET-7
M-1004,O-62338,Azithromycin,Antibiotic for bacterial infections.,B-9282,2023-03-24,11190,RMS,Kolkata,629,2025-05-09,0.0,Bangalore,RET-2,Mumbai,DIS-2,Chennai,MAN-5,Kolkata,RMS-10,0,0,0.0,2023-12-20,11190,0.0,0.0,271,629,0,0.0,11190,271,RMS-10,MAN-5,DIS-2,RET-2
M-1006,O-78894,Omeprazole,Treats GERD and other stomach issues.,B-4745,2023-11-17,42370,Man,Lucknow,17,2025-04-19,128.0,Chennai,RET-8,Ahmedabad,DIS-7,Lucknow,MAN-10,Mumbai,RMS-6,0,0,0.0,2024-10-29,42370,0.0,0.0,347,17,0,0.0,42370,347,RMS-6,MAN-10,DIS-7,RET-8
M-1006,O-95592,Omeprazole,Treats GERD and other stomach issues.,B-1791,2024-02-13,35520,RMS,Pune,303,2026-12-24,0.0,Ahmedabad,RET-1,Pune,DIS-6,Delhi,MAN-2,Pune,RMS-7,0,0,0.0,2024-10-03,35520,0.0,0.0,233,303,0,0.0,35520,233,RMS-7,MAN-2,DIS-6,RET-1
M-1007,O-27609,Cetirizine,Antihistamine for allergy symptoms.,B-3732,2023-01-14,6240,Man,Ahmedabad,21,2023-10-18,-421.0,Ahmedabad,RET-1,Kolkata,DIS-1,Ahmedabad,MAN-7,Delhi,RMS-9,0,0,0.0,2023-10-17,6240,-0.0,0.0,276,21,0,0.0,6240,276,RMS-9,MAN-7,DIS-1,RET-1
M-1001,O-88101,Amoxicillin,Antibiotic for bacterial infections.,B-1686,2021-12-14,76510,Man,Jaipur,22,2022-08-27,-838.0,Kolkata,RET-6,Delhi,DIS-4,Jaipur,MAN-4,Bangalore,RMS-3,0,0,0.0,2022-05-25,76510,-0.0,0.0,162,22,0,0.0,76510,162,RMS-3,MAN-4,DIS-4,RET-6
M-1014,O-69743,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-1587,2021-02-04,10490,Man,Jaipur,13,2022-11-02,-771.0,Delhi,RET-7,Hyderabad,DIS-8,Jaipur,MAN-4,Mumbai,RMS-6,0,0,0.0,2024-05-05,10490,-0.0,0.0,1186,13,0,0.0,10490,1186,RMS-6,MAN-4,DIS-8,RET-7
M-1002,O-80846,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8136,2023-02-16,55410,Dis,Chennai,9,2024-08-25,-109.0,Hyderabad,RET-3,Chennai,DIS-9,Lucknow,MAN-10,Pune,RMS-7,10423,Understock,0.0,2023-09-12,44987,-95.62385321100918,0.0,208,9,423,0.0,44987,208,RMS-7,MAN-10,DIS-9,RET-3
M-1012,O-32114,Levofloxacin,Antibiotic for bacterial infections.,B-8377,2022-09-27,58750,Dis,Kolkata,5,2025-07-07,207.0,Bangalore,RET-2,Kolkata,DIS-1,Hyderabad,MAN-6,Jaipur,RMS-2,44281,Optimal,0.0,2023-03-23,14469,213.91787439613526,0.0,177,5,34281,0.0,14469,177,RMS-2,MAN-6,DIS-1,RET-2
M-1007,O-75589,Cetirizine,Antihistamine for allergy symptoms.,B-5220,2024-06-20,98340,RMS,Hyderabad,175,2026-07-04,0.0,Hyderabad,RET-3,Pune,DIS-6,Ahmedabad,MAN-7,Hyderabad,RMS-4,0,0,0.0,2024-09-10,98340,0.0,0.0,82,175,0,0.0,98340,82,RMS-4,MAN-7,DIS-6,RET-3
M-1003,O-50739,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5077,2023-07-16,26325,Man,Mumbai,30,2024-02-22,-294.0,Delhi,RET-7,Chennai,DIS-9,Mumbai,MAN-8,Kolkata,RMS-10,0,0,0.0,2024-03-20,26325,-0.0,0.0,248,30,0,0.0,26325,248,RMS-10,MAN-8,DIS-9,RET-7
M-1012,O-69755,Levofloxacin,Antibiotic for bacterial infections.,B-6361,2023-12-04,51090,RMS,Chennai,374,2026-09-25,0.0,Hyderabad,RET-3,Bangalore,DIS-10,Delhi,MAN-2,Chennai,RMS-1,0,0,0.0,2024-06-26,51090,0.0,0.0,205,374,0,0.0,51090,205,RMS-1,MAN-2,DIS-10,RET-3
M-1012,O-19909,Levofloxacin,Antibiotic for bacterial infections.,B-9414,2024-11-03,23470,RMS,Pune,39,2026-03-08,0.0,Mumbai,RET-9,Bangalore,DIS-10,Lucknow,MAN-10,Pune,RMS-7,0,0,0.0,2024-11-29,23470,0.0,0.0,26,39,0,0.0,23470,26,RMS-7,MAN-10,DIS-10,RET-9
M-1004,O-13390,Azithromycin,Antibiotic for bacterial infections.,B-8960,2023-10-16,79850,Dis,Mumbai,1,2026-10-10,667.0,Pune,RET-4,Mumbai,DIS-2,Lucknow,MAN-10,Delhi,RMS-9,39304,Optimal,0.0,2024-03-03,40546,58.92653673163418,0.0,139,1,29304,0.0,40546,139,RMS-9,MAN-10,DIS-2,RET-4
M-1012,O-93235,Levofloxacin,Antibiotic for bacterial infections.,B-4725,2021-01-19,13650,Man,Pune,10,2022-01-27,-1050.0,Hyderabad,RET-3,Lucknow,DIS-3,Pune,MAN-3,Jaipur,RMS-2,0,0,0.0,2022-01-28,13650,-0.0,0.0,374,10,0,0.0,13650,374,RMS-2,MAN-3,DIS-3,RET-3
M-1006,O-42118,Omeprazole,Treats GERD and other stomach issues.,B-8709,2023-05-22,67344,Man,Lucknow,18,2025-09-16,278.0,Chennai,RET-8,Kolkata,DIS-1,Lucknow,MAN-10,Ahmedabad,RMS-8,0,0,0.0,2024-06-21,67344,0.0,0.0,396,18,0,0.0,67344,396,RMS-8,MAN-10,DIS-1,RET-8
M-1012,O-91570,Levofloxacin,Antibiotic for bacterial infections.,B-3027,2024-01-06,52780,Dis,Hyderabad,18,2026-12-30,748.0,Hyderabad,RET-3,Hyderabad,DIS-8,Chennai,MAN-5,Chennai,RMS-1,4102,Understock,0.0,2024-03-10,48678,5.483957219251337,0.0,64,18,0,0.0,48678,64,RMS-1,MAN-5,DIS-8,RET-3
M-1013,O-54951,Montelukast,Prevents asthma & seasonal allergies.,B-9814,2021-05-15,18980,Ret,Bangalore,15,2023-08-11,-489.0,Bangalore,RET-2,Lucknow,DIS-3,Bangalore,MAN-1,Ahmedabad,RMS-8,0,0,9880.0,2022-08-05,18980,-0.0,0.5205479452054794,447,15,0,-939.3947368421052,18980,447,RMS-8,MAN-1,DIS-3,RET-2
M-1008,O-92740,Dolo 650,Brand of paracetamol for pain & fever.,B-2639,2020-07-03,15050,Man,Lucknow,19,2022-10-17,-787.0,Kolkata,RET-6,Bangalore,DIS-10,Lucknow,MAN-10,Jaipur,RMS-2,0,0,0.0,2024-03-31,15050,-0.0,0.0,1367,19,0,0.0,15050,1367,RMS-2,MAN-10,DIS-10,RET-6
M-1005,O-88294,Metformin,Controls blood sugar in type 2 diabetes.,B-5267,2020-08-23,75180,Man,Kolkata,12,2023-02-09,-672.0,Mumbai,RET-9,Jaipur,DIS-5,Kolkata,MAN-9,Mumbai,RMS-6,0,0,0.0,2023-02-13,75180,-0.0,0.0,904,12,0,0.0,75180,904,RMS-6,MAN-9,DIS-5,RET-9
M-1008,O-77312,Dolo 650,Brand of paracetamol for pain & fever.,B-3916,2023-03-20,5900,Ret,Jaipur,3,2024-07-06,-159.0,Jaipur,RET-10,Kolkata,DIS-1,Hyderabad,MAN-6,Hyderabad,RMS-4,0,0,2060.0,2023-06-01,5900,-0.0,0.34915254237288135,73,3,0,-455.3883495145631,5900,73,RMS-4,MAN-6,DIS-1,RET-10
M-1002,O-50028,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8056,2024-05-18,21960,Dis,Bangalore,29,2025-02-09,59.0,Hyderabad,RET-3,Bangalore,DIS-10,Bangalore,MAN-1,Mumbai,RMS-6,13677,Understock,0.0,2024-11-22,8283,231.8135593220339,0.0,188,29,3677,0.0,8283,188,RMS-6,MAN-1,DIS-10,RET-3
M-1012,O-27493,Levofloxacin,Antibiotic for bacterial infections.,B-2779,2022-01-04,71990,Dis,Lucknow,4,2023-03-13,-640.0,Bangalore,RET-2,Lucknow,DIS-3,Bangalore,MAN-1,Mumbai,RMS-6,34554,Optimal,0.0,2023-03-12,37436,-53.990625,0.0,432,4,24554,0.0,37436,432,RMS-6,MAN-1,DIS-3,RET-2
M-1005,O-82258,Metformin,Controls blood sugar in type 2 diabetes.,B-9979,2023-11-25,34230,Dis,Hyderabad,25,2024-11-23,-19.0,Delhi,RET-7,Hyderabad,DIS-8,Hyderabad,MAN-6,Mumbai,RMS-6,7026,Understock,0.0,2024-07-02,27204,-369.7894736842105,0.0,220,25,0,0.0,27204,220,RMS-6,MAN-6,DIS-8,RET-7
M-1007,O-37883,Cetirizine,Antihistamine for allergy symptoms.,B-9503,2024-09-29,58660,Dis,Pune,2,2026-06-20,555.0,Chennai,RET-8,Pune,DIS-6,Delhi,MAN-2,Ahmedabad,RMS-8,34850,Understock,0.0,2024-10-15,23810,62.792792792792795,0.0,16,2,24850,0.0,23810,16,RMS-8,MAN-2,DIS-6,RET-8
M-1012,O-32683,Levofloxacin,Antibiotic for bacterial infections.,B-1274,2020-09-29,56970,RMS,Kolkata,1535,2023-09-29,0.0,Chennai,RET-8,Mumbai,DIS-2,Mumbai,MAN-8,Kolkata,RMS-10,0,0,0.0,2022-05-05,56970,0.0,0.0,583,1535,0,0.0,56970,583,RMS-10,MAN-8,DIS-2,RET-8
M-1008,O-14890,Dolo 650,Brand of paracetamol for pain & fever.,B-4524,2023-03-02,41810,RMS,Bangalore,651,2025-06-09,0.0,Bangalore,RET-2,Delhi,DIS-4,Pune,MAN-3,Bangalore,RMS-3,0,0,0.0,2024-01-15,41810,0.0,0.0,319,651,0,0.0,41810,319,RMS-3,MAN-3,DIS-4,RET-2
M-1001,O-63307,Amoxicillin,Antibiotic for bacterial infections.,B-8760,2022-09-18,27640,RMS,Ahmedabad,816,2023-06-26,0.0,Pune,RET-4,Jaipur,DIS-5,Jaipur,MAN-4,Ahmedabad,RMS-8,0,0,0.0,2023-09-01,27640,0.0,0.0,348,816,0,0.0,27640,348,RMS-8,MAN-4,DIS-5,RET-4
M-1004,O-70443,Azithromycin,Antibiotic for bacterial infections.,B-5510,2022-09-19,30040,Dis,Lucknow,25,2024-04-30,-226.0,Chennai,RET-8,Lucknow,DIS-3,Bangalore,MAN-1,Delhi,RMS-9,42415,Understock,0.0,2023-11-02,-12375,-187.6769911504425,0.0,409,25,32415,0.0,12375,409,RMS-9,MAN-1,DIS-3,RET-8
M-1004,O-37792,Azithromycin,Antibiotic for bacterial infections.,B-8952,2024-04-23,40640,Ret,Kolkata,24,2026-12-23,741.0,Kolkata,RET-6,Lucknow,DIS-3,Ahmedabad,MAN-7,Chennai,RMS-1,0,0,8820.0,2024-09-13,40640,0.0,0.2170275590551181,143,24,0,3414.312925170068,40640,143,RMS-1,MAN-7,DIS-3,RET-6
M-1012,O-16408,Levofloxacin,Antibiotic for bacterial infections.,B-4577,2023-08-18,22230,Dis,Jaipur,5,2025-03-24,102.0,Lucknow,RET-5,Jaipur,DIS-5,Lucknow,MAN-10,Kolkata,RMS-10,18630,Understock,0.0,2023-12-01,3600,182.64705882352942,0.0,105,5,8630,0.0,3600,105,RMS-10,MAN-10,DIS-5,RET-5
M-1000,O-77335,Paracetamol,Relieves fever & mild to moderate pain.,B-5728,2023-09-10,76740,RMS,Jaipur,459,2026-07-28,0.0,Kolkata,RET-6,Chennai,DIS-9,Hyderabad,MAN-6,Jaipur,RMS-2,0,0,0.0,2024-07-08,76740,0.0,0.0,302,459,0,0.0,76740,302,RMS-2,MAN-6,DIS-9,RET-6
M-1002,O-59682,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6561,2023-06-21,53990,Ret,Ahmedabad,3,2025-10-29,321.0,Ahmedabad,RET-1,Kolkata,DIS-1,Pune,MAN-3,Delhi,RMS-9,0,0,7930.0,2023-08-30,53990,0.0,0.14687905167623633,70,3,0,2185.4716267339218,53990,70,RMS-9,MAN-3,DIS-1,RET-1
M-1008,O-25770,Dolo 650,Brand of paracetamol for pain & fever.,B-2422,2021-05-15,18240,Ret,Pune,30,2023-04-23,-599.0,Pune,RET-4,Chennai,DIS-9,Pune,MAN-3,Pune,RMS-7,0,0,710.0,2023-10-28,18240,-0.0,0.03892543859649123,896,30,0,-15388.394366197183,18240,896,RMS-7,MAN-3,DIS-9,RET-4
M-1006,O-86870,Omeprazole,Treats GERD and other stomach issues.,B-5699,2021-01-29,67710,Dis,Lucknow,7,2023-11-04,-404.0,Ahmedabad,RET-1,Lucknow,DIS-3,Hyderabad,MAN-6,Ahmedabad,RMS-8,5635,Understock,0.0,2023-12-19,62075,-13.948019801980198,0.0,1054,7,0,0.0,62075,1054,RMS-8,MAN-6,DIS-3,RET-1
M-1003,O-98452,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-4175,2022-08-19,21790,Man,Chennai,22,2024-09-24,-79.0,Jaipur,RET-10,Delhi,DIS-4,Chennai,MAN-5,Bangalore,RMS-3,0,0,0.0,2024-09-25,21790,-0.0,0.0,768,22,0,0.0,21790,768,RMS-3,MAN-5,DIS-4,RET-10
M-1002,O-47888,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2568,2022-12-31,48470,RMS,Mumbai,712,2025-02-16,0.0,Mumbai,RET-9,Ahmedabad,DIS-7,Delhi,MAN-2,Mumbai,RMS-6,0,0,0.0,2023-05-02,48470,0.0,0.0,122,712,0,0.0,48470,122,RMS-6,MAN-2,DIS-7,RET-9
M-1005,O-45384,Metformin,Controls blood sugar in type 2 diabetes.,B-2809,2020-07-10,25780,Man,Kolkata,27,2022-05-23,-934.0,Lucknow,RET-5,Mumbai,DIS-2,Kolkata,MAN-9,Mumbai,RMS-6,0,0,0.0,2023-01-03,25780,-0.0,0.0,907,27,0,0.0,25780,907,RMS-6,MAN-9,DIS-2,RET-5
M-1010,O-51299,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8960,2024-08-06,38080,Ret,Lucknow,14,2027-02-14,794.0,Lucknow,RET-5,Ahmedabad,DIS-7,Kolkata,MAN-9,Lucknow,RMS-5,0,0,5510.0,2024-08-29,38080,0.0,0.14469537815126052,23,14,0,5487.390199637023,38080,23,RMS-5,MAN-9,DIS-7,RET-5
M-1002,O-86850,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1889,2020-08-05,44790,Ret,Lucknow,20,2022-01-27,-1050.0,Lucknow,RET-5,Ahmedabad,DIS-7,Lucknow,MAN-10,Jaipur,RMS-2,0,0,7850.0,2022-07-19,44790,-0.0,0.17526233534271043,713,20,0,-5991.019108280255,44790,713,RMS-2,MAN-10,DIS-7,RET-5
M-1001,O-57690,Amoxicillin,Antibiotic for bacterial infections.,B-1442,2024-05-09,58490,RMS,Bangalore,217,2027-03-02,0.0,Lucknow,RET-5,Jaipur,DIS-5,Chennai,MAN-5,Bangalore,RMS-3,0,0,0.0,2024-08-23,58490,0.0,0.0,106,217,0,0.0,58490,106,RMS-3,MAN-5,DIS-5,RET-5
M-1007,O-37772,Cetirizine,Antihistamine for allergy symptoms.,B-4725,2020-08-06,13650,RMS,Chennai,1589,2022-08-12,0.0,Lucknow,RET-5,Hyderabad,DIS-8,Ahmedabad,MAN-7,Chennai,RMS-1,0,0,0.0,2021-06-05,13650,0.0,0.0,303,1589,0,0.0,13650,303,RMS-1,MAN-7,DIS-8,RET-5
M-1000,O-86320,Paracetamol,Relieves fever & mild to moderate pain.,B-9740,2024-09-28,87820,Man,Bangalore,22,2026-05-20,524.0,Pune,RET-4,Ahmedabad,DIS-7,Bangalore,MAN-1,Kolkata,RMS-10,0,0,0.0,2024-10-10,87820,0.0,0.0,12,22,0,0.0,87820,12,RMS-10,MAN-1,DIS-7,RET-4
M-1010,O-76848,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2034,2023-01-28,87950,RMS,Pune,684,2025-01-06,0.0,Lucknow,RET-5,Hyderabad,DIS-8,Jaipur,MAN-4,Pune,RMS-7,0,0,0.0,2024-01-20,87950,0.0,0.0,357,684,0,0.0,87950,357,RMS-7,MAN-4,DIS-8,RET-5
M-1009,O-96752,Cefixime,Antibiotic for respiratory and UTI infections.,B-5605,2022-07-19,85850,Man,Ahmedabad,5,2023-08-19,-481.0,Mumbai,RET-9,Pune,DIS-6,Ahmedabad,MAN-7,Delhi,RMS-9,0,0,0.0,2024-10-28,85850,-0.0,0.0,832,5,0,0.0,85850,832,RMS-9,MAN-7,DIS-6,RET-9
M-1009,O-82591,Cefixime,Antibiotic for respiratory and UTI infections.,B-8504,2024-06-17,15312,RMS,Chennai,178,2027-01-03,0.0,Delhi,RET-7,Delhi,DIS-4,Hyderabad,MAN-6,Chennai,RMS-1,0,0,0.0,2024-08-03,15312,0.0,0.0,47,178,0,0.0,15312,47,RMS-1,MAN-6,DIS-4,RET-7
M-1005,O-14013,Metformin,Controls blood sugar in type 2 diabetes.,B-6616,2024-11-24,31910,Ret,Hyderabad,9,2027-07-18,948.0,Hyderabad,RET-3,Ahmedabad,DIS-7,Ahmedabad,MAN-7,Ahmedabad,RMS-8,0,0,4910.0,2024-11-27,31910,0.0,0.15387026010654967,3,9,0,6161.034623217923,31910,3,RMS-8,MAN-7,DIS-7,RET-3
M-1010,O-84792,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8060,2022-06-28,83930,Dis,Delhi,24,2024-09-25,-78.0,Pune,RET-4,Delhi,DIS-4,Jaipur,MAN-4,Hyderabad,RMS-4,22141,Optimal,0.0,2024-03-02,61789,-283.85897435897436,0.0,613,24,12141,0.0,61789,613,RMS-4,MAN-4,DIS-4,RET-4
M-1013,O-66569,Montelukast,Prevents asthma & seasonal allergies.,B-9486,2023-05-12,62790,Ret,Mumbai,14,2025-11-04,327.0,Mumbai,RET-9,Chennai,DIS-9,Pune,MAN-3,Ahmedabad,RMS-8,0,0,7020.0,2023-06-23,62790,0.0,0.11180124223602485,42,14,0,2924.8333333333335,62790,42,RMS-8,MAN-3,DIS-9,RET-9
M-1001,O-30793,Amoxicillin,Antibiotic for bacterial infections.,B-9910,2020-02-16,98690,Man,Hyderabad,23,2022-02-19,-1027.0,Hyderabad,RET-3,Hyderabad,DIS-8,Hyderabad,MAN-6,Jaipur,RMS-2,0,0,0.0,2024-02-21,98690,-0.0,0.0,1466,23,0,0.0,98690,1466,RMS-2,MAN-6,DIS-8,RET-3
M-1009,O-89265,Cefixime,Antibiotic for respiratory and UTI infections.,B-5825,2022-02-21,78410,RMS,Mumbai,1025,2023-01-13,0.0,Pune,RET-4,Hyderabad,DIS-8,Chennai,MAN-5,Mumbai,RMS-6,0,0,0.0,2024-01-14,78410,0.0,0.0,692,1025,0,0.0,78410,692,RMS-6,MAN-5,DIS-8,RET-4
M-1008,O-72574,Dolo 650,Brand of paracetamol for pain & fever.,B-6471,2024-05-01,1520,Dis,Bangalore,28,2026-03-11,454.0,Pune,RET-4,Bangalore,DIS-10,Hyderabad,MAN-6,Pune,RMS-7,28703,Understock,0.0,2024-06-20,-27183,63.22246696035242,0.0,50,28,18703,0.0,27183,50,RMS-7,MAN-6,DIS-10,RET-4
M-1014,O-26219,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5769,2023-06-06,64510,Man,Lucknow,30,2025-03-21,99.0,Kolkata,RET-6,Lucknow,DIS-3,Lucknow,MAN-10,Bangalore,RMS-3,0,0,0.0,2024-09-08,64510,0.0,0.0,460,30,0,0.0,64510,460,RMS-3,MAN-10,DIS-3,RET-6
M-1011,O-32926,Pantoprazole,Treats stomach & esophagus problems.,B-6372,2023-05-04,15470,Dis,Chennai,25,2023-12-05,-373.0,Ahmedabad,RET-1,Chennai,DIS-9,Ahmedabad,MAN-7,Bangalore,RMS-3,47552,Understock,0.0,2023-07-28,-32082,-127.48525469168901,0.0,85,25,37552,0.0,32082,85,RMS-3,MAN-7,DIS-9,RET-1
M-1011,O-40982,Pantoprazole,Treats stomach & esophagus problems.,B-8315,2019-12-18,31930,Ret,Pune,13,2021-03-12,-1371.0,Pune,RET-4,Delhi,DIS-4,Hyderabad,MAN-6,Kolkata,RMS-10,0,0,8660.0,2022-03-01,31930,-0.0,0.27121829000939557,804,13,0,-5054.9688221709,31930,804,RMS-10,MAN-6,DIS-4,RET-4
M-1007,O-59938,Cetirizine,Antihistamine for allergy symptoms.,B-7623,2024-11-21,2200,RMS,Kolkata,21,2025-10-10,0.0,Delhi,RET-7,Bangalore,DIS-10,Chennai,MAN-5,Kolkata,RMS-10,0,0,0.0,2024-12-05,2200,0.0,0.0,14,21,0,0.0,2200,14,RMS-10,MAN-5,DIS-10,RET-7
M-1013,O-34803,Montelukast,Prevents asthma & seasonal allergies.,B-2908,2021-12-18,66640,Man,Bangalore,5,2024-04-05,-251.0,Hyderabad,RET-3,Bangalore,DIS-10,Bangalore,MAN-1,Kolkata,RMS-10,0,0,0.0,2023-02-20,66640,-0.0,0.0,429,5,0,0.0,66640,429,RMS-10,MAN-1,DIS-10,RET-3
M-1008,O-29952,Dolo 650,Brand of paracetamol for pain & fever.,B-5904,2024-10-16,51530,RMS,Hyderabad,57,2026-10-19,0.0,Bangalore,RET-2,Delhi,DIS-4,Delhi,MAN-2,Hyderabad,RMS-4,0,0,0.0,2024-10-26,51530,0.0,0.0,10,57,0,0.0,51530,10,RMS-4,MAN-2,DIS-4,RET-2
