Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Retailer ID,Distributor Location,Distributor ID,Manufacturer Location,Manufacturer ID,Raw Material Supplier Location,RMS ID,Stock at Distributor,Stock Status,Sales Quantity,Sale Date,Order Shortfall,Expiry Risk Score,Turn Over Ratio,Supply Chain Velocity,Stage Transition Time,Time to Critical,Lead Time,Predicted Expiry Waste,Anomaly Score,RMS ID,Manufacturer ID,Distributor ID,Retailer ID
M-1008,O-89390,Dolo 650,Brand of paracetamol for pain & fever.,B-4796,2022-11-04,2840,Ret,Bangalore,21,2025-03-15,94.0,Bangalore,RET-3,Bangalore,DIS-7,Mumbai,MAN-3,Chennai,RMS-3,0,0,5590.0,2023-03-26,2840,0.0,1.9683098591549295,142,21,0,0.0,47.756708407871194,2840,RMS-3,MAN-3,DIS-7,RET-3
M-1007,O-19413,Cetirizine,Antihistamine for allergy symptoms.,B-6611,2021-12-09,73280,RMS,Mumbai,1098,2024-11-09,0.0,Lucknow,RET-10,Hyderabad,DIS-1,Kolkata,MAN-5,Mumbai,RMS-4,0,0,0.0,2023-08-21,73280,0.0,0.0,620,1098,0,0.0,0.0,73280,RMS-4,MAN-5,DIS-1,RET-10
M-1004,O-92238,Azithromycin,Antibiotic for bacterial infections.,B-2882,2021-02-27,31870,Ret,Chennai,15,2023-07-13,-517.0,Chennai,RET-2,Pune,DIS-5,Chennai,MAN-7,Jaipur,RMS-7,0,0,2400.0,2024-10-10,31870,-0.0,0.07530593034201444,1321,15,0,0.0,-6865.329166666666,31870,RMS-7,MAN-7,DIS-5,RET-2
M-1003,O-37898,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7036,2020-08-21,78440,Dis,Mumbai,11,2023-05-28,-563.0,Lucknow,RET-10,Mumbai,DIS-2,Kolkata,MAN-5,Lucknow,RMS-10,15154,Understock,0.0,2024-06-29,63286,-26.91651865008881,0.0,1408,11,5154,0.0,-44161720.0,63286,RMS-10,MAN-5,DIS-2,RET-10
M-1006,O-83679,Omeprazole,Treats GERD and other stomach issues.,B-2710,2024-04-27,20590,Ret,Bangalore,7,2026-07-11,577.0,Bangalore,RET-3,Kolkata,DIS-9,Bangalore,MAN-9,Delhi,RMS-8,0,0,4840.0,2024-05-23,20590,0.0,0.23506556580864496,26,7,0,0.0,2454.634297520661,20590,RMS-8,MAN-9,DIS-9,RET-3
M-1003,O-67043,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2703,2024-01-05,25440,Dis,Delhi,13,2026-11-07,696.0,Kolkata,RET-7,Delhi,DIS-6,Bangalore,MAN-9,Hyderabad,RMS-1,22761,Understock,0.0,2024-03-29,2679,32.702586206896555,0.0,84,13,12761,0.0,17706240.0,2679,RMS-1,MAN-9,DIS-6,RET-7
M-1007,O-35331,Cetirizine,Antihistamine for allergy symptoms.,B-5312,2024-11-17,82110,RMS,Lucknow,24,2027-11-09,0.0,Mumbai,RET-8,Lucknow,DIS-4,Chennai,MAN-7,Lucknow,RMS-10,0,0,0.0,2024-12-07,82110,0.0,0.0,20,24,0,0.0,0.0,82110,RMS-10,MAN-7,DIS-4,RET-8
M-1014,O-25655,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-1115,2020-03-16,40030,Dis,Ahmedabad,25,2020-10-20,-1513.0,Bangalore,RET-3,Ahmedabad,DIS-3,Kolkata,MAN-5,Mumbai,RMS-4,7830,Understock,0.0,2023-01-23,32200,-5.175148711169861,0.0,1043,25,0,0.0,-60565390.0,32200,RMS-4,MAN-5,DIS-3,RET-3
M-1011,O-21460,Pantoprazole,Treats stomach & esophagus problems.,B-2962,2020-10-03,65520,Ret,Mumbai,2,2021-10-04,-1164.0,Mumbai,RET-8,Chennai,DIS-10,Delhi,MAN-6,Delhi,RMS-8,0,0,8810.0,2023-08-20,65520,-0.0,0.13446275946275946,1051,2,0,0.0,-8656.67196367764,65520,RMS-8,MAN-6,DIS-10,RET-8
M-1004,O-58377,Azithromycin,Antibiotic for bacterial infections.,B-8683,2023-05-03,66350,RMS,Kolkata,588,2024-03-18,0.0,Hyderabad,RET-9,Ahmedabad,DIS-3,Lucknow,MAN-4,Kolkata,RMS-6,0,0,0.0,2023-09-05,66350,0.0,0.0,125,588,0,0.0,0.0,66350,RMS-6,MAN-4,DIS-3,RET-9
M-1013,O-54974,Montelukast,Prevents asthma & seasonal allergies.,B-1930,2024-11-08,19520,Man,Chennai,24,2027-10-06,1029.0,Lucknow,RET-10,Kolkata,DIS-9,Chennai,MAN-7,Kolkata,RMS-6,0,0,0.0,2024-11-13,19520,0.0,0.0,5,24,0,0.0,20086080.0,19520,RMS-6,MAN-7,DIS-9,RET-10
M-1007,O-72419,Cetirizine,Antihistamine for allergy symptoms.,B-4839,2021-11-26,88610,Dis,Ahmedabad,6,2024-02-13,-302.0,Hyderabad,RET-9,Ahmedabad,DIS-3,Hyderabad,MAN-1,Mumbai,RMS-4,1398,Understock,0.0,2021-12-02,87212,-4.629139072847682,0.0,6,6,0,0.0,-26760220.0,87212,RMS-4,MAN-1,DIS-3,RET-9
M-1009,O-25094,Cefixime,Antibiotic for respiratory and UTI infections.,B-5738,2020-09-04,91130,Ret,Delhi,5,2022-12-21,-721.0,Delhi,RET-5,Lucknow,DIS-4,Bangalore,MAN-9,Hyderabad,RMS-1,0,0,8390.0,2023-06-06,91130,-0.0,0.09206627894217052,1005,5,0,0.0,-7831.314660309893,91130,RMS-1,MAN-9,DIS-4,RET-5
M-1008,O-55567,Dolo 650,Brand of paracetamol for pain & fever.,B-8813,2020-03-16,55030,Ret,Jaipur,3,2022-10-23,-780.0,Jaipur,RET-1,Pune,DIS-5,Delhi,MAN-6,Hyderabad,RMS-1,0,0,9840.0,2020-09-13,55030,-0.0,0.17881155733236417,181,3,0,0.0,-4362.134146341464,55030,RMS-1,MAN-6,DIS-5,RET-1
M-1012,O-33195,Levofloxacin,Antibiotic for bacterial infections.,B-5864,2023-04-08,31490,Ret,Lucknow,21,2024-05-25,-200.0,Lucknow,RET-10,Mumbai,DIS-2,Pune,MAN-10,Pune,RMS-5,0,0,7000.0,2024-05-29,31490,-0.0,0.22229279136233726,417,21,0,0.0,-899.7142857142857,31490,RMS-5,MAN-10,DIS-2,RET-10
M-1001,O-71387,Amoxicillin,Antibiotic for bacterial infections.,B-3733,2020-08-19,65000,RMS,Kolkata,1575,2022-02-14,0.0,Kolkata,RET-7,Kolkata,DIS-9,Delhi,MAN-6,Kolkata,RMS-6,0,0,0.0,2020-11-18,65000,0.0,0.0,91,1575,0,0.0,0.0,65000,RMS-6,MAN-6,DIS-9,RET-7
M-1009,O-29443,Cefixime,Antibiotic for respiratory and UTI infections.,B-5134,2021-07-22,64660,Man,Delhi,7,2022-08-09,-855.0,Pune,RET-4,Bangalore,DIS-7,Delhi,MAN-6,Bangalore,RMS-2,0,0,0.0,2023-05-31,64660,-0.0,0.0,678,7,0,0.0,-55284300.0,64660,RMS-2,MAN-6,DIS-7,RET-4
M-1004,O-30050,Azithromycin,Antibiotic for bacterial infections.,B-4778,2022-03-08,64040,Ret,Hyderabad,1,2025-01-21,41.0,Hyderabad,RET-9,Chennai,DIS-10,Ahmedabad,MAN-8,Kolkata,RMS-6,0,0,1380.0,2023-11-07,64040,0.0,0.021549031855090568,609,1,0,0.0,1902.6376811594203,64040,RMS-6,MAN-8,DIS-10,RET-9
M-1005,O-24975,Metformin,Controls blood sugar in type 2 diabetes.,B-7901,2022-03-04,87593,Man,Mumbai,26,2023-06-18,-542.0,Kolkata,RET-7,Mumbai,DIS-2,Mumbai,MAN-3,Hyderabad,RMS-1,0,0,0.0,2023-04-25,87593,-0.0,0.0,417,26,0,0.0,-47475406.0,87593,RMS-1,MAN-3,DIS-2,RET-7
M-1003,O-85279,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6896,2022-07-25,101712,RMS,Mumbai,870,2023-06-05,0.0,Hyderabad,RET-9,Bangalore,DIS-7,Mumbai,MAN-3,Mumbai,RMS-4,0,0,0.0,2024-06-15,101712,0.0,0.0,691,870,0,0.0,0.0,101712,RMS-4,MAN-3,DIS-7,RET-9
M-1012,O-54178,Levofloxacin,Antibiotic for bacterial infections.,B-1817,2022-12-12,70560,Man,Lucknow,19,2025-04-05,115.0,Mumbai,RET-8,Jaipur,DIS-8,Lucknow,MAN-4,Mumbai,RMS-4,0,0,0.0,2023-04-05,70560,0.0,0.0,114,19,0,0.0,8114400.0,70560,RMS-4,MAN-4,DIS-8,RET-8
M-1012,O-66785,Levofloxacin,Antibiotic for bacterial infections.,B-8905,2021-12-24,99375,Ret,Chennai,30,2024-01-25,-321.0,Chennai,RET-2,Lucknow,DIS-4,Bangalore,MAN-9,Kolkata,RMS-6,0,0,4160.0,2022-08-03,99375,-0.0,0.04186163522012579,222,30,0,0.0,-7668.118990384616,99375,RMS-6,MAN-9,DIS-4,RET-2
M-1014,O-16305,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7342,2020-03-14,64730,Man,Pune,30,2022-02-27,-1018.0,Hyderabad,RET-9,Pune,DIS-5,Pune,MAN-10,Bangalore,RMS-2,0,0,0.0,2020-05-02,64730,-0.0,0.0,49,30,0,0.0,-65895140.0,64730,RMS-2,MAN-10,DIS-5,RET-9
M-1012,O-38486,Levofloxacin,Antibiotic for bacterial infections.,B-5628,2024-04-07,87670,RMS,Hyderabad,248,2025-11-14,0.0,Delhi,RET-5,Lucknow,DIS-4,Pune,MAN-10,Hyderabad,RMS-1,0,0,0.0,2024-06-14,87670,0.0,0.0,68,248,0,0.0,0.0,87670,RMS-1,MAN-10,DIS-4,RET-5
M-1005,O-51411,Metformin,Controls blood sugar in type 2 diabetes.,B-8596,2021-10-05,11010,Dis,Bangalore,24,2024-05-09,-216.0,Chennai,RET-2,Bangalore,DIS-7,Jaipur,MAN-2,Jaipur,RMS-7,48806,Understock,0.0,2022-11-19,-37796,-225.9537037037037,0.0,410,24,38806,0.0,-2378160.0,37796,RMS-7,MAN-2,DIS-7,RET-2
M-1000,O-72256,Paracetamol,Relieves fever & mild to moderate pain.,B-1447,2020-12-25,75000,Dis,Chennai,20,2022-03-19,-998.0,Delhi,RET-5,Chennai,DIS-10,Chennai,MAN-7,Jaipur,RMS-7,23198,Understock,0.0,2021-01-18,51802,-23.24448897795591,0.0,24,20,13198,0.0,-74850000.0,51802,RMS-7,MAN-7,DIS-10,RET-5
M-1007,O-88761,Cetirizine,Antihistamine for allergy symptoms.,B-7323,2021-07-27,66950,Dis,Chennai,17,2023-01-07,-704.0,Jaipur,RET-1,Chennai,DIS-10,Jaipur,MAN-2,Mumbai,RMS-4,11665,Understock,0.0,2021-11-23,55285,-16.569602272727273,0.0,119,17,1665,0.0,-47132800.0,55285,RMS-4,MAN-2,DIS-10,RET-1
M-1014,O-65560,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2995,2020-05-22,73220,Ret,Mumbai,1,2022-06-20,-905.0,Mumbai,RET-8,Delhi,DIS-6,Bangalore,MAN-9,Chennai,RMS-3,0,0,830.0,2024-05-04,73220,-0.0,0.011335700628243649,1443,1,0,0.0,-79836.26506024097,73220,RMS-3,MAN-9,DIS-6,RET-8
M-1002,O-50032,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9651,2023-12-16,5110,Ret,Ahmedabad,8,2024-07-10,-154.0,Ahmedabad,RET-6,Lucknow,DIS-4,Bangalore,MAN-9,Hyderabad,RMS-1,0,0,8510.0,2024-12-08,5110,-0.0,1.6653620352250489,358,8,0,0.0,-92.47238542890717,5110,RMS-1,MAN-9,DIS-4,RET-6
M-1003,O-71122,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5042,2019-12-14,70070,RMS,Pune,1824,2020-06-21,0.0,Kolkata,RET-7,Bangalore,DIS-7,Mumbai,MAN-3,Pune,RMS-5,0,0,0.0,2023-10-08,70070,0.0,0.0,1394,1824,0,0.0,0.0,70070,RMS-5,MAN-3,DIS-7,RET-7
M-1013,O-78798,Montelukast,Prevents asthma & seasonal allergies.,B-3141,2024-03-15,15960,Ret,Delhi,4,2025-08-18,250.0,Delhi,RET-5,Chennai,DIS-10,Kolkata,MAN-5,Chennai,RMS-3,0,0,8880.0,2024-08-10,15960,0.0,0.556390977443609,148,4,0,0.0,449.3243243243243,15960,RMS-3,MAN-5,DIS-10,RET-5
M-1002,O-76329,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5807,2024-05-19,41570,RMS,Chennai,206,2026-01-24,0.0,Chennai,RET-2,Jaipur,DIS-8,Chennai,MAN-7,Chennai,RMS-3,0,0,0.0,2024-08-11,41570,0.0,0.0,84,206,0,0.0,0.0,41570,RMS-3,MAN-7,DIS-8,RET-2
M-1003,O-47335,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6163,2022-05-08,47700,RMS,Ahmedabad,948,2023-07-06,0.0,Chennai,RET-2,Pune,DIS-5,Ahmedabad,MAN-8,Ahmedabad,RMS-9,0,0,0.0,2023-12-08,47700,0.0,0.0,579,948,0,0.0,0.0,47700,RMS-9,MAN-8,DIS-5,RET-2
M-1010,O-72896,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9555,2024-09-10,26990,RMS,Pune,92,2026-11-06,0.0,Kolkata,RET-7,Chennai,DIS-10,Kolkata,MAN-5,Pune,RMS-5,0,0,0.0,2024-10-28,26990,0.0,0.0,48,92,0,0.0,0.0,26990,RMS-5,MAN-5,DIS-10,RET-7
M-1011,O-91782,Pantoprazole,Treats stomach & esophagus problems.,B-1322,2021-05-12,81370,RMS,Kolkata,1309,2022-09-30,0.0,Hyderabad,RET-9,Delhi,DIS-6,Ahmedabad,MAN-8,Kolkata,RMS-6,0,0,0.0,2022-05-10,81370,0.0,0.0,363,1309,0,0.0,0.0,81370,RMS-6,MAN-8,DIS-6,RET-9
M-1001,O-41311,Amoxicillin,Antibiotic for bacterial infections.,B-8363,2024-11-01,40130,Ret,Jaipur,12,2026-11-21,710.0,Jaipur,RET-1,Bangalore,DIS-7,Mumbai,MAN-3,Kolkata,RMS-6,0,0,1380.0,2024-11-10,40130,0.0,0.03438823822576626,9,12,0,0.0,20646.59420289855,40130,RMS-6,MAN-3,DIS-7,RET-1
M-1007,O-33503,Cetirizine,Antihistamine for allergy symptoms.,B-7925,2020-02-22,16110,RMS,Jaipur,1754,2020-09-11,0.0,Pune,RET-4,Ahmedabad,DIS-3,Chennai,MAN-7,Jaipur,RMS-7,0,0,0.0,2023-04-13,16110,0.0,0.0,1146,1754,0,0.0,0.0,16110,RMS-7,MAN-7,DIS-3,RET-4
M-1009,O-58733,Cefixime,Antibiotic for respiratory and UTI infections.,B-2095,2022-03-01,38970,Dis,Jaipur,25,2023-09-08,-460.0,Lucknow,RET-10,Jaipur,DIS-8,Kolkata,MAN-5,Delhi,RMS-8,39808,Understock,0.0,2024-08-24,-838,-86.5391304347826,0.0,907,25,29808,0.0,-17926200.0,838,RMS-8,MAN-5,DIS-8,RET-10
M-1010,O-66773,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8588,2021-02-19,33400,Man,Hyderabad,22,2023-08-28,-471.0,Mumbai,RET-8,Chennai,DIS-10,Hyderabad,MAN-1,Delhi,RMS-8,0,0,0.0,2023-08-30,33400,-0.0,0.0,922,22,0,0.0,-15731400.0,33400,RMS-8,MAN-1,DIS-10,RET-8
M-1007,O-42569,Cetirizine,Antihistamine for allergy symptoms.,B-2183,2023-09-23,99470,Ret,Hyderabad,28,2024-07-19,-145.0,Hyderabad,RET-9,Delhi,DIS-6,Delhi,MAN-6,Bangalore,RMS-2,0,0,8120.0,2023-12-05,99470,-0.0,0.08163265306122448,73,28,0,0.0,-1776.25,99470,RMS-2,MAN-6,DIS-6,RET-9
M-1014,O-87799,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5189,2021-02-25,85160,Man,Delhi,25,2022-05-12,-944.0,Jaipur,RET-1,Lucknow,DIS-4,Delhi,MAN-6,Mumbai,RMS-4,0,0,0.0,2024-06-23,85160,-0.0,0.0,1214,25,0,0.0,-80391040.0,85160,RMS-4,MAN-6,DIS-4,RET-1
M-1003,O-75692,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1822,2022-03-05,96570,Ret,Pune,23,2023-03-09,-643.0,Pune,RET-4,Ahmedabad,DIS-3,Chennai,MAN-7,Chennai,RMS-3,0,0,8550.0,2022-04-01,96570,-0.0,0.08853681267474371,27,23,0,0.0,-7262.515789473684,96570,RMS-3,MAN-7,DIS-3,RET-4
M-1005,O-38083,Metformin,Controls blood sugar in type 2 diabetes.,B-2784,2021-06-06,17470,Ret,Lucknow,12,2023-08-18,-481.0,Lucknow,RET-10,Lucknow,DIS-4,Lucknow,MAN-4,Hyderabad,RMS-1,0,0,5390.0,2021-09-19,17470,-0.0,0.3085289066971952,105,12,0,0.0,-1559.0111317254175,17470,RMS-1,MAN-4,DIS-4,RET-10
M-1002,O-90974,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7816,2020-03-28,37213,RMS,Hyderabad,1719,2022-05-22,0.0,Lucknow,RET-10,Ahmedabad,DIS-3,Jaipur,MAN-2,Hyderabad,RMS-1,0,0,0.0,2020-12-29,37213,0.0,0.0,276,1719,0,0.0,0.0,37213,RMS-1,MAN-2,DIS-3,RET-10
M-1002,O-94164,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9568,2024-05-17,63460,Dis,Kolkata,9,2026-01-25,410.0,Mumbai,RET-8,Kolkata,DIS-9,Chennai,MAN-7,Jaipur,RMS-7,3425,Understock,0.0,2024-11-19,60035,8.353658536585366,0.0,186,9,0,0.0,26018600.0,60035,RMS-7,MAN-7,DIS-9,RET-8
M-1013,O-67446,Montelukast,Prevents asthma & seasonal allergies.,B-7428,2020-08-15,32750,Ret,Mumbai,17,2022-01-19,-1057.0,Mumbai,RET-8,Jaipur,DIS-8,Mumbai,MAN-3,Bangalore,RMS-2,0,0,1080.0,2023-02-19,32750,-0.0,0.03297709923664122,918,17,0,0.0,-32052.5462962963,32750,RMS-2,MAN-3,DIS-8,RET-8
M-1006,O-57654,Omeprazole,Treats GERD and other stomach issues.,B-9727,2021-04-10,95020,Man,Ahmedabad,15,2022-11-08,-764.0,Lucknow,RET-10,Lucknow,DIS-4,Ahmedabad,MAN-8,Hyderabad,RMS-1,0,0,0.0,2022-10-23,95020,-0.0,0.0,561,15,0,0.0,-72595280.0,95020,RMS-1,MAN-8,DIS-4,RET-10
M-1008,O-65956,Dolo 650,Brand of paracetamol for pain & fever.,B-7917,2020-01-21,28710,Ret,Ahmedabad,19,2020-10-18,-1515.0,Ahmedabad,RET-6,Hyderabad,DIS-1,Bangalore,MAN-9,Ahmedabad,RMS-9,0,0,5040.0,2021-06-08,28710,-0.0,0.1755485893416928,504,19,0,0.0,-8630.089285714286,28710,RMS-9,MAN-9,DIS-1,RET-6
M-1000,O-89944,Paracetamol,Relieves fever & mild to moderate pain.,B-1047,2024-03-13,76290,Dis,Pune,16,2026-07-10,576.0,Bangalore,RET-3,Pune,DIS-5,Ahmedabad,MAN-8,Pune,RMS-5,19581,Understock,0.0,2024-07-26,56709,33.994791666666664,0.0,135,16,9581,0.0,43943040.0,56709,RMS-5,MAN-8,DIS-5,RET-3
M-1008,O-28484,Dolo 650,Brand of paracetamol for pain & fever.,B-3794,2020-12-06,11820,Man,Bangalore,1,2022-05-17,-939.0,Chennai,RET-2,Bangalore,DIS-7,Bangalore,MAN-9,Ahmedabad,RMS-9,0,0,0.0,2021-11-13,11820,-0.0,0.0,342,1,0,0.0,-11098980.0,11820,RMS-9,MAN-9,DIS-7,RET-2
M-1004,O-41528,Azithromycin,Antibiotic for bacterial infections.,B-9205,2021-12-11,27430,RMS,Jaipur,1096,2023-06-17,0.0,Kolkata,RET-7,Chennai,DIS-10,Jaipur,MAN-2,Jaipur,RMS-7,0,0,0.0,2023-10-27,27430,0.0,0.0,685,1096,0,0.0,0.0,27430,RMS-7,MAN-2,DIS-10,RET-7
M-1012,O-47435,Levofloxacin,Antibiotic for bacterial infections.,B-3124,2024-03-24,75560,Dis,Mumbai,2,2025-04-06,116.0,Chennai,RET-2,Mumbai,DIS-2,Jaipur,MAN-2,Chennai,RMS-3,33624,Optimal,0.0,2024-05-17,41936,289.86206896551727,0.0,54,2,23624,0.0,8764960.0,41936,RMS-3,MAN-2,DIS-2,RET-2
M-1007,O-94762,Cetirizine,Antihistamine for allergy symptoms.,B-9937,2022-08-07,80820,Man,Lucknow,1,2024-04-21,-234.0,Chennai,RET-2,Kolkata,DIS-9,Lucknow,MAN-4,Bangalore,RMS-2,0,0,0.0,2023-02-17,80820,-0.0,0.0,194,1,0,0.0,-18911880.0,80820,RMS-2,MAN-4,DIS-9,RET-2
M-1006,O-93092,Omeprazole,Treats GERD and other stomach issues.,B-8145,2022-04-26,48450,Ret,Jaipur,16,2023-09-27,-441.0,Jaipur,RET-1,Delhi,DIS-6,Bangalore,MAN-9,Bangalore,RMS-2,0,0,8790.0,2022-09-10,48450,-0.0,0.18142414860681114,137,16,0,0.0,-2430.767918088737,48450,RMS-2,MAN-9,DIS-6,RET-1
M-1003,O-27890,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7326,2021-04-19,56520,RMS,Delhi,1332,2022-01-20,0.0,Lucknow,RET-10,Ahmedabad,DIS-3,Hyderabad,MAN-1,Delhi,RMS-8,0,0,0.0,2023-11-26,56520,0.0,0.0,951,1332,0,0.0,0.0,56520,RMS-8,MAN-1,DIS-3,RET-10
M-1006,O-23143,Omeprazole,Treats GERD and other stomach issues.,B-5477,2021-03-12,92570,Ret,Kolkata,5,2023-04-19,-602.0,Kolkata,RET-7,Ahmedabad,DIS-3,Lucknow,MAN-4,Pune,RMS-5,0,0,2350.0,2024-11-11,92570,-0.0,0.025386194231392458,1340,5,0,0.0,-23713.676595744684,92570,RMS-5,MAN-4,DIS-3,RET-7
M-1011,O-45652,Pantoprazole,Treats stomach & esophagus problems.,B-2709,2021-09-10,30260,RMS,Lucknow,1188,2023-10-17,0.0,Delhi,RET-5,Lucknow,DIS-4,Kolkata,MAN-5,Lucknow,RMS-10,0,0,0.0,2024-06-05,30260,0.0,0.0,999,1188,0,0.0,0.0,30260,RMS-10,MAN-5,DIS-4,RET-5
M-1012,O-91546,Levofloxacin,Antibiotic for bacterial infections.,B-1391,2021-04-09,95240,Dis,Jaipur,7,2023-06-28,-532.0,Mumbai,RET-8,Jaipur,DIS-8,Bangalore,MAN-9,Chennai,RMS-3,7669,Optimal,0.0,2022-02-25,87571,-14.415413533834586,0.0,322,7,0,0.0,-50667680.0,87571,RMS-3,MAN-9,DIS-8,RET-8
M-1011,O-23415,Pantoprazole,Treats stomach & esophagus problems.,B-2349,2022-03-22,57380,Man,Bangalore,7,2024-09-24,-78.0,Delhi,RET-5,Lucknow,DIS-4,Bangalore,MAN-9,Mumbai,RMS-4,0,0,0.0,2022-07-11,57380,-0.0,0.0,111,7,0,0.0,-4475640.0,57380,RMS-4,MAN-9,DIS-4,RET-5
M-1002,O-45097,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3912,2022-12-08,71760,Ret,Jaipur,29,2025-09-07,270.0,Jaipur,RET-1,Bangalore,DIS-7,Lucknow,MAN-4,Lucknow,RMS-10,0,0,7450.0,2023-11-02,71760,0.0,0.10381828316610925,329,29,0,0.0,2600.6979865771814,71760,RMS-10,MAN-4,DIS-7,RET-1
M-1010,O-42414,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2161,2022-02-16,35190,Man,Lucknow,16,2024-04-23,-232.0,Ahmedabad,RET-6,Jaipur,DIS-8,Lucknow,MAN-4,Pune,RMS-5,0,0,0.0,2022-12-11,35190,-0.0,0.0,298,16,0,0.0,-8164080.0,35190,RMS-5,MAN-4,DIS-8,RET-6
M-1006,O-48642,Omeprazole,Treats GERD and other stomach issues.,B-4976,2022-07-13,23100,Dis,Chennai,22,2024-09-21,-81.0,Chennai,RET-2,Chennai,DIS-10,Chennai,MAN-7,Chennai,RMS-3,8155,Understock,0.0,2024-08-25,14945,-100.67901234567901,0.0,774,22,0,0.0,-1871100.0,14945,RMS-3,MAN-7,DIS-10,RET-2
M-1008,O-27643,Dolo 650,Brand of paracetamol for pain & fever.,B-4791,2022-09-13,25980,RMS,Bangalore,820,2024-02-06,0.0,Mumbai,RET-8,Ahmedabad,DIS-3,Ahmedabad,MAN-8,Bangalore,RMS-2,0,0,0.0,2023-01-24,25980,0.0,0.0,133,820,0,0.0,0.0,25980,RMS-2,MAN-8,DIS-3,RET-8
M-1007,O-42664,Cetirizine,Antihistamine for allergy symptoms.,B-3546,2021-12-04,30580,RMS,Lucknow,1103,2023-07-02,0.0,Pune,RET-4,Pune,DIS-5,Chennai,MAN-7,Lucknow,RMS-10,0,0,0.0,2023-07-28,30580,0.0,0.0,601,1103,0,0.0,0.0,30580,RMS-10,MAN-7,DIS-5,RET-4
M-1011,O-86609,Pantoprazole,Treats stomach & esophagus problems.,B-2647,2022-08-16,73390,Man,Chennai,3,2025-04-12,122.0,Pune,RET-4,Delhi,DIS-6,Chennai,MAN-7,Lucknow,RMS-10,0,0,0.0,2024-04-06,73390,0.0,0.0,599,3,0,0.0,8953580.0,73390,RMS-10,MAN-7,DIS-6,RET-4
M-1012,O-59771,Levofloxacin,Antibiotic for bacterial infections.,B-6758,2022-11-15,31930,Dis,Hyderabad,12,2024-11-06,-35.0,Kolkata,RET-7,Hyderabad,DIS-1,Hyderabad,MAN-1,Bangalore,RMS-2,19895,Understock,0.0,2024-09-15,12035,-568.4285714285714,0.0,670,12,9895,0.0,-1117550.0,12035,RMS-2,MAN-1,DIS-1,RET-7
M-1007,O-75849,Cetirizine,Antihistamine for allergy symptoms.,B-7838,2021-01-29,10260,Ret,Chennai,6,2023-01-05,-706.0,Chennai,RET-2,Lucknow,DIS-4,Chennai,MAN-7,Kolkata,RMS-6,0,0,5200.0,2022-05-22,10260,-0.0,0.50682261208577,478,6,0,0.0,-1392.9923076923078,10260,RMS-6,MAN-7,DIS-4,RET-2
M-1013,O-86756,Montelukast,Prevents asthma & seasonal allergies.,B-4691,2023-10-31,94600,Dis,Kolkata,8,2025-10-18,311.0,Kolkata,RET-7,Kolkata,DIS-9,Lucknow,MAN-4,Ahmedabad,RMS-9,5943,Optimal,0.0,2024-06-05,88657,19.109324758842444,0.0,218,8,0,0.0,29420600.0,88657,RMS-9,MAN-4,DIS-9,RET-7
M-1001,O-75363,Amoxicillin,Antibiotic for bacterial infections.,B-4455,2023-03-11,86330,Dis,Lucknow,28,2023-10-23,-415.0,Bangalore,RET-3,Lucknow,DIS-4,Chennai,MAN-7,Ahmedabad,RMS-9,25590,Optimal,0.0,2023-08-09,60740,-61.66265060240964,0.0,151,28,15590,0.0,-35826950.0,60740,RMS-9,MAN-7,DIS-4,RET-3
M-1006,O-50310,Omeprazole,Treats GERD and other stomach issues.,B-6862,2021-12-07,74850,Dis,Pune,4,2023-02-28,-652.0,Chennai,RET-2,Pune,DIS-5,Bangalore,MAN-9,Pune,RMS-5,45781,Optimal,0.0,2022-01-21,29069,-70.21625766871166,0.0,45,4,35781,0.0,-48802200.0,29069,RMS-5,MAN-9,DIS-5,RET-2
M-1001,O-27002,Amoxicillin,Antibiotic for bacterial infections.,B-1512,2021-03-10,82510,Ret,Delhi,12,2022-10-31,-772.0,Delhi,RET-5,Delhi,DIS-6,Delhi,MAN-6,Bangalore,RMS-2,0,0,7880.0,2024-01-02,82510,-0.0,0.09550357532420313,1028,12,0,0.0,-8083.467005076142,82510,RMS-2,MAN-6,DIS-6,RET-5
